Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue
2024-06-01,Paid Search,496.3,21520,829,36,2578.25
2024-11-15,Paid Search,762.51,32798,1178,59,4701.9
2024-05-26,Paid Social,1259.31,152068,1680,44,3187.73
2024-09-01,SEO,125.99,150460,3065,96,7265.32
2024-10-12,Paid Social,1821.04,201995,2275,58,3809.1
2024-10-23,Email,89.92,68035,3012,216,13859.41
2024-10-08,Email,98.73,83337,3274,240,14863.87
2024-12-19,Paid Social,2185.26,231407,3142,81,5057.68
2024-04-20,SEO,119.3,126899,3040,107,7939.85
2025-05-07,SEO,177.34,193796,4488,144,10827.05
2024-06-15,Paid Social,1256.5,149970,1586,38,2326.88
2024-03-04,Paid Social,1287.24,165684,2070,64,4332.05
2024-11-23,Paid Search,588.35,24240,786,33,2520.52
2024-05-13,Paid Search,643.05,29881,1093,48,3839.12
2024-02-18,SEO,153.36,154826,3246,103,7339.35
2024-12-21,Email,65.98,58751,2945,164,9377.57
2025-02-23,Paid Search,604.88,29914,1073,46,3396.54
2024-10-27,Paid Social,1862.62,222483,2729,69,5050.27
2025-02-09,Email,70.65,58604,2615,178,10073.61
2024-06-09,Paid Search,447.16,20071,699,33,2199.33
2024-08-11,Email,64.46,51634,2305,156,9814.0
2024-06-13,Paid Social,1430.23,151652,2086,53,3519.05
2024-04-07,Email,78.15,65098,3351,200,11895.55
2024-07-07,Paid Search,569.67,24895,865,43,3371.02
2025-09-22,SEO,228.61,248765,4881,138,10267.19
2024-07-26,Paid Search,635.11,25995,891,38,2599.32
2024-02-06,SEO,196.86,225146,4646,158,10602.87
2024-03-08,SEO,176.85,192373,4523,151,10536.18
2025-05-12,Email,86.73,74013,3118,185,12015.96
2024-08-05,Paid Social,2021.36,258336,2795,67,4663.3
2025-05-10,SEO,167.08,177098,4083,109,8251.33
2024-10-09,SEO,210.11,229845,4983,147,9834.01
2024-07-02,SEO,170.07,203996,3922,125,9307.45
2025-04-03,Email,107.37,86487,3733,274,15838.49
2024-06-16,Paid Social,1184.07,134769,1456,43,2674.98
2025-09-11,Email,92.55,74306,2951,212,12268.05
2024-04-12,Paid Search,612.94,26155,966,38,2617.79
2025-10-28,Paid Social,3666.12,391778,4811,93,6654.71
2025-07-17,Paid Search,651.77,32157,1229,62,4232.8
2025-01-22,Email,111.65,91044,4065,274,16156.11
2025-10-22,Email,108.83,98951,4777,299,19827.61
2025-05-27,Paid Social,2893.65,337829,3765,77,5440.17
2024-09-12,Paid Social,1775.83,199311,2509,66,4778.49
2025-02-03,PAID SEARCH,793.72,35036,1198,54,3694.02
2024-01-07,Paid Social,684.54,72926,1003,27,1943.39
2024-06-17,paid social,1431.93,180765,2152,60,4202.14
2024-02-13,SEO,196.13,220788,4240,133,9685.7
2024-10-29,Paid Search,693.82,33517,1016,45,3454.42
2024-07-16,Paid Search,722.28,34820,1180,52,3547.99
2025-10-07,paid social,3872.43,428429,4668,99,6111.41
2024-07-03,Paid Search,647.89,27592,1009,47,3456.77
2025-01-06,Paid Search,732.07,32507,1009,44,3172.96
2024-05-31,SEO,209.59,224851,4975,149,9454.4
2024-11-12,SEO,,196265,4305,139,9173.2
2024-09-05,Email,108.07,92767,3964,245,15689.02
2025-03-07,Email,94.58,82799,4103,256,15674.49
2024-03-14,Paid Search,564.8,23502,912,44,2945.59
2024-12-08,Paid Social,1600.85,191913,2638,67,4135.66
2024-01-11,Paid Search,744.0,32396,1216,50,3892.51
2024-06-08,SEO,124.8,129369,2843,91,6745.39
2025-07-20,SEO,174.21,174907,3763,115,7290.04
2024-11-04,SEO,178.74,186125,3865,103,7288.55
2025-06-21,EMAIL,79.43,68584,2885,207,12535.87
2025-01-26,Paid Search,576.5,23681,905,45,3371.58
2024-11-19,seo,198.69,226031,5260,173,13271.67
2025-03-23,Paid Social,1888.6,239261,3110,85,5630.85
2024-12-07,Paid Social,,234876,2789,72,4735.25
2025-06-05,SEO,219.34,238621,4309,133,10030.72
2024-04-09,paid social,1154.08,140302,1700,49,3155.58
2024-05-22,Paid Social,1331.22,151294,1972,52,3224.29
2025-03-24,Email,99.24,80784,3175,179,11335.4
2025-06-19,Paid Social,3533.24,443649,6017,111,7246.59
2025-08-23,Paid_Search,572.55,28233,964,37,3005.99
2024-09-22,Email,71.73,59158,2306,147,8436.66
2025-07-28,SEO,191.96,208512,4200,133,10186.15
2024-01-09,paid social,1022.7,114454,1514,45,2809.88
2025-10-05,Paid Social,2852.55,334780,4317,104,7686.26
2024-01-15,Email,81.28,73921,3611,267,14739.15
2024-02-11,seo,124.12,136525,3098,109,7405.28
2025-02-03,Paid Social,2652.75,316823,3526,88,5413.4
2024-10-01,Email,81.8,74969,3630,227,14696.88
2024-06-23,Email,61.65,53145,2374,135,7689.29
2025-03-31,SEO,196.64,203675,4646,157,11852.86
2024-08-17,Paid Social,1382.85,155453,1885,60,4229.3
2024-12-10,Paid Social,2459.28,314212,4105,117,8238.06
2024-05-09,SEO,212.78,252630,5914,166,11974.14
2024-02-22,email,91.57,70608,3212,235,14529.85
2024-08-24,Paid Social,1476.35,171076,2291,54,3818.42
2024-03-22,Paid Search,711.93,29310,1140,53,4062.4
2024-07-12,Paid Social,1699.87,211845,2653,79,5617.82
2024-01-08,Paid Search,675.63,31116,1125,47,3781.67
2024-11-21,Paid Search,691.1,34116,1167,56,4306.11
2025-09-26,Paid Social,3887.98,497170,6703,131,8231.46
2025-01-31,Email,111.79,100686,4284,273,15124.86
2025-09-14,SEO,146.19,155208,3626,115,8116.16
2025-04-14,Paid Social,3077.06,372387,4170,99,6319.63
2024-02-23,Paid Social,1265.48,148690,1520,44,3083.79
2025-07-26,Email,80.19,68080,2914,195,12692.6
2024-11-30,Paid Search,504.28,21394,741,35,2333.23
2024-05-20,Paid Search,768.58,32657,1172,45,3106.36
2025-10-02,Paid Social,4277.03,542706,5637,79,5426.26
2024-01-22,Paid Social,1127.78,121981,1387,41,2908.61
2024-06-26,Paid Search,739.35,33137,1165,54,4142.54
2024-07-28,SEO,145.91,153770,2949,104,7623.79
2025-01-07,Paid Search,639.41,29923,1197,58,4164.49
2024-01-28,SEO,132.02,152767,3365,92,5975.97
2024-07-15,SEO,200.2,243902,4832,146,10559.99
2024-01-23,Paid Search,663.4,29705,1068,47,3570.62
2025-01-26,Paid Social,2134.24,244918,3343,99,6981.15
2025-03-18,Paid Social,2571.84,295616,3959,98,6702.54
2024-02-10,Email,59.72,51796,2297,137,8204.42
2025-04-19,SEO,134.77,135969,3227,85,6324.0
2024-03-15,Paid Social,1228.06,152443,1796,49,3161.08
2024-06-07,Paid Search,693.81,30134,930,45,3319.54
2025-08-10,EMAIL,72.61,62797,2901,196,12010.36
2024-01-27,Email,75.88,66958,3177,220,14089.72
2025-03-21,SEO,197.17,198768,4073,107,8114.41
2024-09-29,Paid Social,1386.49,161682,2130,62,3864.47
2025-04-01,Paid Search,611.04,27468,1072,53,3852.48
2025-04-25,Email,112.71,88020,3431,243,13389.55
2024-08-26,Paid Social,1849.24,238661,2550,62,4106.03
2024-05-07,Paid Social,1414.93,170850,1767,52,3249.08
2025-10-21,Paid Social,3571.84,424979,4491,82,5183.45
2024-09-15,SEO,143.75,156819,2809,92,6756.87
2024-07-26,Email,105.29,91703,4288,245,14102.64
2025-05-09,seo,215.76,236714,4829,155,10541.11
2025-10-16,Email,107.21,88819,3560,247,14242.53
2024-04-15,SEO,193.68,233822,4326,120,7788.75
2024-10-02,SEO,178.92,189224,4043,130,8815.33
2024-11-06,SEO,192.83,206536,4620,129,8442.54
2025-08-04,SEO,219.59,258610,5254,165,12631.63
2025-10-09,Paid Search,793.58,38345,1434,58,4472.45
2025-08-10,Paid Search,604.73,28869,1081,54,4025.01
2024-02-14,SEO,176.74,195719,4464,141,9235.08
2024-05-29,SEO,203.28,215427,4466,133,9268.02
2025-08-07,SEO,213.81,252758,5978,205,14489.52
2025-04-28,SEO,178.92,183932,3773,120,8217.89
2024-05-08,Email,87.61,80119,3710,269,15113.37
2024-09-29,Paid_Search,538.65,22394,855,42,2883.45
2024-08-14,SEO,195.56,221149,4879,168,12452.77
2024-10-14,Paid Social,2163.85,236430,2766,69,4510.99
2025-04-20,Email,76.29,66643,2589,191,10747.74
2024-07-19,SEO,208.56,252951,4941,171,12535.6
2024-08-10,Paid_Search,507.65,23069,733,36,2586.88
2024-08-28,Paid Social,2247.32,266693,2838,70,4323.7
2024-10-17,Paid Social,2015.41,255421,2735,70,5058.62
2024-02-21,SEO,187.04,221991,4985,159,10214.95
2024-05-05,Paid Social,1059.17,131475,1506,47,3133.54
2024-09-05,Paid Social,2234.27,261662,2681,66,4593.11
2024-12-02,Paid Search,699.83,29216,967,45,3646.24
2024-01-25,Paid Search,647.94,30347,1085,53,4076.63
2025-03-12,Paid Social,2769.2,313914,4325,97,5961.38
2025-10-20,Paid_Search,700.87,29642,884,44,3495.39
2025-02-20,Paid Social,,318109,3616,100,6750.3
2025-08-02,SEO,158.61,188560,3681,110,6997.34
2024-11-27,SEO,175.43,190646,3947,121,8408.11
2025-09-25,Email,114.79,92195,3537,218,14287.43
2025-08-20,Paid Social,3319.4,406599,5160,94,5779.62
2025-06-18,Paid Search,803.69,39401,1413,67,5305.15
2024-04-24,Paid Social,1351.4,155631,2101,58,4072.14
2024-04-26,Paid_Social,1479.26,160927,2021,63,4607.77
2025-09-21,SEO,168.62,176735,3961,137,9023.72
2024-12-03,paid social,2497.51,284165,2902,73,5143.54
2024-09-12,Paid Search,697.58,32552,1241,51,4067.67
2024-12-12,PAID SOCIAL,2841.65,334614,3662,92,5645.53
2024-12-20,Paid Search,623.92,29345,1082,45,3249.92
2024-09-11,Paid Social,2163.13,262399,3044,87,5838.02
2025-09-18,Paid Social,3942.82,418938,5200,91,5996.81
2024-01-18,SEO,178.67,179783,3329,95,6427.35
2025-03-26,Paid Search,822.97,36070,1153,54,4250.21
2024-05-27,Email,104.08,91995,4365,287,17289.52
2024-08-17,SEO,160.35,162270,3135,111,7647.34
2024-04-24,SEO,186.55,213027,4375,125,8383.08
2025-10-14,Paid Search,712.13,32941,1020,39,2864.1
2024-02-09,SEO,163.82,185523,3926,127,9642.69
2024-02-19,Paid Search,633.26,30683,1040,41,2965.6
2024-02-12,Paid Social,967.85,114413,1577,39,2712.29
2025-10-01,Paid Search,672.09,27782,901,35,2449.97
2024-09-19,Email,89.59,78292,3945,230,13356.22
2025-09-26,Paid Search,687.79,28449,1114,44,3056.96
2024-09-28,Email,77.87,68800,3318,198,12240.4
2024-08-13,Paid Social,1853.6,202742,2449,66,4631.6
2024-08-29,Paid Social,2112.23,255525,3476,100,6458.95
2024-06-20,Paid Social,1826.09,200156,2446,64,4678.97
2024-05-05,SEO,146.59,163847,3749,123,8719.55
2025-01-28,Paid Search,738.21,36810,1423,59,4301.01
2025-06-30,Paid Social,3327.5,417966,5603,116,8359.86
2024-05-16,Paid Social,1747.56,224358,2943,71,4604.58
2024-05-08,Paid Search,715.98,31016,1086,42,3234.56
2025-08-22,Paid Social,3980.35,448122,4813,96,6954.39
2025-10-08,Paid Search,683.93,31938,1252,61,4502.47
2024-06-16,Paid Search,535.63,22606,790,34,2595.47
2024-11-25,SEO,216.23,261476,5573,173,12993.7
2025-02-10,Paid Social,2471.48,276425,3032,85,6062.07
2025-08-01,Paid_Social,3044.76,384667,4173,88,5482.99
2024-09-06,paid search,632.25,30164,1170,59,4175.85
2025-03-18,Email,88.57,68424,2633,192,10628.79
2024-04-11,Email,102.56,90039,3807,231,12724.06
2025-10-18,Paid Search,616.48,29776,1054,47,3243.82
2024-09-12,Email,97.6,79032,3239,194,11111.21
2025-06-11,Email,109.94,93370,3719,256,15557.73
2024-09-22,SEO,125.26,149633,3259,97,6522.75
2024-09-07,Paid Search,537.21,23804,721,33,2219.82
2024-12-16,Paid Social,2443.87,308460,3311,76,5298.48
2024-05-19,SEO,148.23,176001,3685,115,8456.14
2024-12-24,Email,87.03,71320,3402,239,16034.29
2025-05-17,SEO,173.37,193744,4120,141,10188.74
2024-09-26,Paid Search,730.16,35840,1260,63,4676.61
2024-11-26,SEO,220.5,261956,5896,203,15439.25
2024-04-30,PAID SOCIAL,1548.94,173529,1855,51,3224.5
2024-04-04,Paid Social,1206.0,145114,1566,41,2543.11
2024-08-02,Paid Search,709.93,32680,1192,59,4243.6
2024-11-02,Paid Search,445.45,18845,754,37,2620.14
2024-07-11,Paid Search,640.08,30756,1201,54,3605.55
2024-09-03,SEO,167.56,204124,4796,127,8029.19
2025-07-10,Paid Search,834.41,35397,1396,68,5177.22
2025-03-21,Email,103.6,91700,4065,237,14387.72
2024-10-27,Paid Search,461.3,21188,795,38,2582.08
2025-04-14,Paid Search,723.66,34610,1329,63,4569.58
2025-07-26,seo,138.88,154071,3048,81,5759.44
2024-12-06,SEO,222.13,228418,4895,131,8899.97
2025-04-29,Paid Search,669.05,29007,1096,54,3929.23
2024-10-14,Paid Search,790.64,37593,1391,60,4422.79
2025-02-09,SEO,147.4,161303,3185,108,7217.68
2025-04-22,Email,96.15,84080,3692,228,15186.55
2025-09-02,Paid Social,3793.28,411189,4594,91,6104.93
2024-02-17,Email,78.01,61504,2533,183,12103.2
2024-01-02,Email,88.41,70753,2830,194,11633.09
2025-01-11,Email,62.21,56818,2909,160,9256.3
2025-03-22,Email,73.37,56738,2229,146,9163.54
2024-08-19,Email,82.68,72826,3289,214,14121.61
2025-02-25,email,111.34,87372,3556,204,12976.13
2025-06-16,seo,219.04,237403,4443,138,8728.73
2025-03-10,Email,88.47,72124,3450,204,12609.17
2025-07-25,Paid Social,3847.3,434722,5086,94,6220.62
2024-07-21,PAID SEARCH,530.52,25255,861,41,3086.63
2024-03-24,SEO,141.12,160798,3366,112,7773.77
2024-09-22,Paid Social,1736.35,204366,2539,62,4601.7
2025-06-12,Email,92.89,84169,3442,225,14429.4
2024-10-30,Paid Search,681.35,33624,1324,59,4222.95
2025-07-10,Paid Social,3337.1,382778,4724,113,7326.83
2025-08-24,Paid Search,532.5,25834,892,45,3271.31
2025-05-22,SEO,202.17,229923,5217,144,10525.34
2024-11-13,SEO,180.82,204992,4715,125,9537.04
2025-03-07,SEO,193.6,200530,4022,121,7803.01
2025-09-22,Paid Search,,36051,1285,50,3735.25
2025-08-14,Paid Search,766.19,32277,1004,42,3289.44
2024-11-17,Email,,64614,2485,182,11352.95
2024-01-10,Paid Social,1022.22,125317,1561,47,3059.68
2024-05-11,SEO,126.29,140585,3155,83,6385.33
2024-04-02,Email,86.47,76392,3729,235,13912.1
2025-04-26,PAID SOCIAL,2051.55,218390,2518,72,5258.84
2024-09-09,PAID SEARCH,703.22,31489,953,40,3004.92
2025-09-20,Paid Social,2963.12,323208,3442,84,6277.89
2024-04-10,SEO,206.05,224015,5326,177,12684.47
2024-11-16,Paid Social,1974.4,234227,2934,93,6515.99
2024-01-12,SEO,194.0,236341,4990,156,11090.47
2024-02-24,Email,65.71,52024,2061,141,9330.13
2024-11-13,Paid Social,2124.78,244239,3107,76,5558.1
2025-09-12,Email,107.17,83281,3472,194,12782.72
2025-08-11,SEO,186.77,219778,4502,141,9513.74
2025-07-01,Paid Search,794.2,38079,1383,62,4588.3
2024-08-16,PAID SOCIAL,1886.49,237175,3138,87,6489.16
2025-09-16,Paid Search,726.4,33626,1253,59,4031.57
2025-04-04,Paid Search,782.72,33101,1084,44,3506.88
2024-09-04,SEO,182.77,200576,4211,125,9400.8
2024-06-24,Paid Search,,27933,1019,41,3147.88
2025-02-01,Paid Social,2168.83,234841,3180,97,7226.4
2025-05-24,SEO,142.99,161048,3846,101,7312.49
2024-07-14,Paid Search,570.89,26034,962,38,3014.58
2025-07-03,Paid Search,786.51,36524,1131,47,3395.64
2025-03-06,Paid Search,682.09,30354,1133,50,3558.7
2025-01-22,Paid Social,2336.6,291948,3885,96,6651.66
2025-06-22,Email,71.06,60429,2352,134,7970.88
2024-02-12,SEO,185.96,191415,4448,157,10624.29
2024-03-07,PAID SOCIAL,1239.88,154639,1813,43,2649.96
2025-01-29,Paid Social,2406.79,305966,3558,82,5858.62
2025-09-11,paid social,4003.89,440886,5449,90,6440.64
2024-03-03,Paid Social,786.81,89058,1092,31,2203.44
2024-06-01,Email,74.65,67969,2799,204,12379.98
2025-02-24,Paid Search,650.49,28678,1048,52,3912.72
2024-09-10,SEO,168.42,205370,4349,133,9421.0
2025-07-09,Paid Social,3069.26,372479,5103,130,8037.61
2025-07-13,SEO,179.03,195241,4201,132,9980.63
2025-08-27,Email,105.91,91838,4165,263,16252.53
2024-03-03,SEO,128.46,150086,3526,118,8324.48
2024-03-02,Paid Search,502.36,24097,942,44,3015.67
2025-07-24,Paid Social,3725.99,472364,6137,134,8448.19
2024-04-17,Paid Social,1600.98,177885,2278,64,4074.75
2025-01-14,Paid Social,2673.53,294720,3844,95,7048.93
2024-11-03,Paid Search,,27114,967,41,2835.13
2025-10-14,Email,97.34,78737,3689,246,16331.22
2025-10-05,SEO,175.56,194179,3955,121,8188.3
2024-02-02,Paid_Social,981.09,105362,1428,37,2264.48
2025-09-14,Paid Social,2756.09,310884,3378,70,4504.08
2024-06-11,Email,100.62,87776,4457,262,14581.46
2024-12-03,SEO,189.95,228971,4432,119,9041.67
2025-05-01,Email,103.44,88122,4094,242,15038.31
2025-08-09,SEO,177.26,200593,4177,120,7820.63
2024-02-13,Email,99.62,91112,4619,306,19413.8
2024-01-31,SEO,198.11,233239,4894,141,10653.9
2025-01-28,SEO,170.02,170344,3949,115,7614.04
2025-04-09,EMAIL,92.87,70092,3489,199,11548.99
2024-02-04,Email,70.74,53759,2428,181,11798.2
2025-06-21,SEO,170.28,201890,3721,112,8335.72
2024-09-21,Email,72.24,56917,2337,161,10474.47
2025-08-27,Paid Social,3129.38,389170,4469,86,6177.91
2025-10-06,Paid Search,777.33,33419,1217,62,5013.47
2024-09-24,Email,95.33,74616,3688,237,13814.69
2024-02-26,SEO,192.17,225333,4255,132,8633.14
2024-12-23,Paid Social,2183.79,276102,3534,101,7526.88
2024-06-09,Paid Social,1170.09,138810,1484,37,2394.19
2024-02-07,Email,77.57,69784,3259,182,11736.01
2024-09-10,Paid Social,2305.17,251593,3000,68,4223.18
2024-09-09,Email,106.69,96170,4701,290,18120.51
2024-07-14,Email,67.74,56617,2637,157,9803.39
2024-05-08,Paid Social,1371.33,176951,2127,65,4519.45
2024-04-13,Paid Search,485.13,22207,753,31,2370.59
2025-04-03,SEO,219.32,248941,5112,159,11246.22
2025-02-09,Paid Social,1807.66,197884,2472,59,3818.38
2024-05-01,Paid_Social,1597.21,196977,2033,52,3764.28
2025-06-03,Email,106.4,97336,4188,239,13688.35
2024-10-02,Paid Social,2146.21,261254,2796,86,5765.52
2025-09-17,SEO,205.7,228060,4370,124,8225.26
2025-06-18,SEO,230.65,252379,4958,131,9754.11
2024-11-26,Paid Social,2612.08,311741,3509,92,6274.31
2025-10-14,Paid Social,3634.7,386831,4158,79,5784.85
2024-10-01,Paid Search,691.92,33361,1223,57,4071.65
2025-01-26,Email,62.79,56194,2712,197,10923.43
2025-08-07,Email,102.25,89778,4383,308,18082.13
2024-04-17,SEO,165.84,202212,4344,128,9581.45
2025-07-08,SEO,177.04,211770,4132,109,7613.08
2024-02-17,Paid Search,476.91,22502,716,35,2548.97
2025-07-04,Email,91.11,70040,3469,197,11762.49
2024-12-09,Paid Social,2480.05,272949,3137,85,6289.43
2024-11-03,SEO,131.61,156139,3758,121,7852.86
2025-03-11,Email,93.33,77148,3954,225,13509.44
2025-01-14,SEO,170.51,182541,3598,128,9189.45
2025-01-07,Email,99.32,85903,3374,248,16500.34
2024-11-24,Paid Search,459.96,22643,730,32,2249.27
2025-07-30,SEO,189.33,223294,5361,169,11722.01
2025-08-03,Email,84.04,66571,2927,172,10100.0
2024-07-13,PAID SOCIAL,1418.85,164820,2239,66,4711.77
2025-07-08,Paid Social,3122.57,396004,4907,111,6865.37
2024-08-09,Paid Social,2150.26,264773,2811,75,5343.27
2025-06-26,Paid Social,,404734,4660,106,7465.15
2025-07-11,Paid Search,777.1,37015,1315,56,4189.34
2025-10-19,Paid Social,2944.47,321576,3655,79,5256.59
2024-12-02,Email,84.04,65520,3315,191,11042.31
2024-09-11,SEO,217.05,251805,4768,151,10329.77
2025-08-31,Paid Social,2890.94,321043,4393,106,7920.02
2024-11-04,PAID SOCIAL,2379.13,281683,3447,88,5457.11
2024-11-01,Paid Search,711.56,34895,1164,50,3959.6
2024-12-01,Paid Social,1731.75,222799,2746,84,5579.88
2024-01-02,Paid Search,613.19,27104,864,38,3004.5
2024-05-28,Paid Social,1711.64,184893,2240,58,3885.84
2025-07-11,Paid Social,3798.0,433980,4450,90,6236.05
2025-07-02,Email,102.21,85856,4366,277,17656.07
2024-05-25,Paid Search,460.84,19000,683,30,2111.93
2025-01-23,PAID SEARCH,745.53,33232,997,41,2875.15
2024-03-27,SEO,175.6,211625,4114,124,8247.08
2024-01-19,SEO,195.42,213620,4162,138,10375.41
2025-08-16,Paid Search,544.74,26202,1022,51,3979.82
2024-12-09,SEO,203.89,224445,5006,159,10102.96
2024-03-18,Paid Search,599.55,25358,1000,42,2900.09
2024-11-20,Paid Search,632.66,29582,992,39,3069.66
2024-05-17,Email,85.9,75766,3838,223,12982.34
2024-02-01,SEO,199.12,234713,4544,131,9010.56
2025-06-01,Email,68.94,57039,2505,184,10578.84
2024-03-14,Email,81.28,63100,2600,154,9236.16
2024-08-22,Email,90.97,82667,3774,230,13935.97
2024-08-20,Paid Search,708.58,30970,1081,51,3982.38
2025-10-21,paid search,799.06,35899,1349,62,4979.07
2024-02-12,Paid Search,611.27,26841,913,40,3205.66
2024-04-22,Paid Social,1271.21,155204,1587,42,3008.14
2025-07-15,Paid Social,3153.69,335601,4034,84,6239.42
2024-04-13,Paid Social,907.47,96276,1261,35,2353.58
2025-07-31,SEO,196.64,214796,4365,152,9584.65
2025-05-18,SEO,155.17,163904,3577,124,9166.66
2024-11-18,Paid Search,707.52,30380,1048,50,4036.15
2025-01-03,PAID SOCIAL,2505.15,275848,3675,105,6941.32
2025-02-19,Paid Social,2866.07,369029,4318,102,6615.86
2024-07-09,Paid Search,648.59,31696,1214,52,3694.74
2024-07-14,Paid Social,1263.72,149764,1921,45,2796.64
2024-05-10,Paid Search,754.76,35435,1063,54,3789.61
2024-04-01,Paid Social,1337.66,149865,1579,46,2846.01
2024-06-21,Paid Search,637.88,30325,1132,57,4463.55
2024-07-21,SEO,128.5,151875,2882,102,7044.05
2025-08-17,SEO,142.05,168878,3500,116,8361.46
2024-01-01,Paid Search,621.07,29483,1176,55,4103.03
2024-02-15,SEO,179.99,198094,3759,100,6307.75
2024-04-19,Paid Search,708.61,29761,1133,53,4268.74
2025-05-18,Paid Social,2446.73,274616,3725,106,7531.76
2024-06-26,Email,107.07,89215,4269,304,20177.92
2024-01-23,SEO,180.99,185993,3591,108,7138.59
2024-02-29,Paid Search,742.71,31207,1046,53,3749.17
2024-08-18,Paid Search,455.53,19073,766,36,2909.2
2025-03-06,Paid Social,3177.74,359689,3869,75,4994.25
2025-04-18,SEO,228.22,246974,5463,144,9616.4
2024-10-01,SEO,204.35,222640,5210,180,13496.76
2025-09-28,Paid Social,3286.44,390552,4115,78,5462.94
2025-06-05,Email,89.94,68463,3439,237,14538.18
2025-03-05,SEO,217.35,259465,5593,180,13184.43
2024-07-09,Paid Social,1925.3,208627,2743,80,5600.91
2024-05-24,SEO,191.25,233270,5479,191,14625.62
2024-04-04,SEO,199.63,232999,4291,117,7877.13
2024-07-05,Paid Social,1574.3,170926,1998,51,3704.79
2024-03-15,Paid Search,584.3,25677,998,44,3322.49
2024-02-20,Email,94.94,86503,3369,192,12796.07
2024-09-17,Paid Social,2067.07,240308,3026,71,5275.18
2025-06-09,Paid Social,3263.57,409958,5459,127,8722.24
2024-03-11,Paid Search,658.83,30161,984,47,3355.47
2024-02-09,Email,88.2,66150,3156,181,11385.92
2024-07-14,SEO,129.82,138959,2576,85,6275.14
2024-03-25,Paid Search,661.01,27883,959,43,2866.09
2024-07-06,Paid Social,1157.24,149422,1871,48,3220.5
2025-04-02,PAID SEARCH,632.84,28973,1088,45,3356.54
2024-06-25,SEO,182.86,220149,4324,128,9532.03
2024-02-16,Paid Social,1103.7,134024,1409,37,2533.01
2025-07-15,SEO,220.74,235516,5062,162,11130.0
2025-10-20,Email,116.99,90992,4318,255,14002.87
2025-08-10,paid social,3085.43,399256,4524,115,7787.96
2024-02-01,Email,98.93,74485,3039,223,13071.68
2024-02-24,SEO,118.47,121755,2429,65,4871.59
2024-01-27,Paid Search,431.37,20808,724,37,2710.04
2025-06-22,seo,135.98,152939,3418,107,6750.83
2025-10-19,SEO,164.43,166185,3612,127,8253.94
2024-11-09,Email,82.13,71689,2860,184,10282.44
2025-05-19,Paid Search,617.76,25674,1029,49,3721.34
2025-10-08,SEO,185.57,196961,4342,143,9396.59
2025-01-08,Paid Search,711.6,34226,1376,56,4152.92
2025-01-10,Email,106.54,81891,3862,283,18860.47
2024-02-11,Paid_Search,495.62,20368,714,30,2020.41
2025-01-30,SEO,199.31,211753,3947,108,7994.9
2024-04-29,Email,100.2,86950,4017,290,16182.93
2024-02-29,Email,93.21,74966,3075,208,11438.4
2024-12-31,Email,101.67,85837,3309,227,13886.92
2024-07-05,Paid Search,775.68,34233,1327,62,4575.41
2025-03-19,Paid Search,697.35,30979,1211,54,3735.63
2024-08-28,Email,89.4,70171,3214,193,12384.98
2024-12-17,Paid Social,2224.45,251599,3360,84,5796.22
2024-01-13,SEO,126.4,151392,2966,102,7494.21
2024-04-24,Email,102.25,93021,4389,285,18533.72
2025-06-14,Paid Social,2357.4,262739,3602,97,6081.79
2025-06-15,Email,78.94,62592,3159,191,10920.83
2024-07-29,Email,84.46,73801,3414,199,13100.69
2025-01-07,Paid Social,2761.58,323994,4291,89,6175.15
2024-10-06,Paid Search,500.14,21699,838,40,2822.97
2025-10-24,Paid Social,4510.46,520761,5774,94,5858.58
2025-02-19,Paid Search,750.73,30800,1031,49,3513.84
2024-11-20,Paid Social,2702.37,317927,3492,76,4769.02
2024-08-27,Paid Social,2095.69,228657,2702,75,5140.58
2024-03-24,Paid Search,491.27,22708,732,37,2633.25
2025-05-21,SEO,206.79,242528,4424,146,10485.87
2025-05-09,Email,103.2,92275,3581,200,12746.7
2024-05-18,Paid Search,493.86,24130,762,30,2240.31
2024-08-25,Email,67.4,52667,2666,159,9554.01
2025-02-05,Email,98.37,74755,3192,218,12351.51
2025-06-24,Paid Search,623.4,30773,1159,53,3693.07
2024-11-29,Email,100.26,75697,3637,227,12592.07
2025-02-06,Paid Search,671.49,31656,964,48,3507.43
2024-10-24,Paid Search,691.04,28521,954,39,3048.88
2025-09-08,Paid Social,3272.99,385769,4360,87,5802.17
2024-06-28,Paid Social,1939.57,239867,3276,99,6798.8
2025-03-13,Paid Social,3206.65,367768,4344,101,6868.86
2024-06-11,Paid Search,724.78,35814,1354,63,4999.31
2024-12-02,SEO,179.53,212558,4801,129,9740.63
2025-05-25,Paid Social,2401.66,300008,4122,111,8065.05
2024-12-22,Paid Social,2019.62,231282,3156,77,5080.13
2025-03-13,Paid Search,690.12,30023,1138,56,3850.9
2024-06-14,SEO,187.64,189303,4134,146,9932.49
2024-01-25,Paid Social,969.26,104276,1280,38,2515.44
2025-06-27,PAID SEARCH,806.06,37551,1474,60,4219.53
2025-05-11,Paid Social,2362.03,286399,3864,98,6133.95
2024-05-01,SEO,193.75,208077,4922,130,8854.26
2024-11-15,Email,85.8,75497,3283,185,12292.56
2025-10-31,Paid Social,3704.4,448159,5368,112,7694.81
2024-06-29,Email,74.91,68659,2781,187,10563.93
2024-12-20,Paid Social,2375.74,265141,3226,88,6228.32
2025-06-30,SEO,185.0,196962,4566,143,10091.8
