Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue,CAC,ROAS,ConversionRate,CTR,Month,Week
2024-05-13,SEO,181.42,207991,4254,128,8086.66,1.42,44.574,3.009,2.045,2024-05,2024-05-13/2024-05-19
2024-05-13,Paid Social,1306.86,149413,1848,44,2989.52,29.7,2.288,2.381,1.237,2024-05,2024-05-13/2024-05-19
2024-05-13,Paid Search,643.05,29881,1093,48,3839.12,13.4,5.97,4.392,3.658,2024-05,2024-05-13/2024-05-19
2024-05-13,Email,100.86,91921,3564,202,13186.57,0.5,130.741,5.668,3.877,2024-05,2024-05-13/2024-05-19
2024-05-14,Paid Search,648.64,31707,1017,43,3199.77,15.08,4.933,4.228,3.207,2024-05,2024-05-13/2024-05-19
2024-05-14,Email,82.77,71501,2987,176,10515.77,0.47,127.048,5.892,4.178,2024-05,2024-05-13/2024-05-19
2024-05-14,SEO,169.77,171468,3926,135,9263.98,1.26,54.568,3.439,2.29,2024-05,2024-05-13/2024-05-19
2024-05-14,Paid Social,1507.0,191259,2197,66,4291.78,22.83,2.848,3.004,1.149,2024-05,2024-05-13/2024-05-19
2024-05-15,Paid Search,645.64,27266,999,39,2953.4,16.55,4.574,3.904,3.664,2024-05,2024-05-13/2024-05-19
2024-05-15,Email,85.03,72019,3115,210,11780.44,0.4,138.545,6.742,4.325,2024-05,2024-05-13/2024-05-19
2024-05-15,Paid Social,1392.92,154450,2103,59,3829.63,23.61,2.749,2.806,1.362,2024-05,2024-05-13/2024-05-19
2024-05-15,SEO,164.3,182121,3935,115,7440.96,1.43,45.289,2.922,2.161,2024-05,2024-05-13/2024-05-19
2024-05-16,SEO,188.72,219981,4547,155,11032.29,1.22,58.459,3.409,2.067,2024-05,2024-05-13/2024-05-19
2024-05-16,Paid Search,589.27,24635,763,36,2402.89,16.37,4.078,4.718,3.097,2024-05,2024-05-13/2024-05-19
2024-05-16,Paid Social,1747.56,224358,2943,71,4604.58,24.61,2.635,2.413,1.312,2024-05,2024-05-13/2024-05-19
2024-05-16,Email,91.64,71217,3464,230,13172.76,0.4,143.745,6.64,4.864,2024-05,2024-05-13/2024-05-19
2024-05-17,SEO,170.93,202462,3821,111,8004.03,1.54,46.826,2.905,1.887,2024-05,2024-05-13/2024-05-19
2024-05-17,Paid Search,722.36,30347,1052,51,3923.12,14.16,5.431,4.848,3.467,2024-05,2024-05-13/2024-05-19
2024-05-17,Paid Social,1319.19,144396,1580,47,2887.15,28.07,2.189,2.975,1.094,2024-05,2024-05-13/2024-05-19
2024-05-17,Email,85.9,75766,3838,223,12982.34,0.39,151.133,5.81,5.066,2024-05,2024-05-13/2024-05-19
2024-05-18,Paid Search,493.86,24130,762,30,2240.31,16.46,4.536,3.937,3.158,2024-05,2024-05-13/2024-05-19
2024-05-18,SEO,120.88,128648,2517,84,5880.49,1.44,48.647,3.337,1.957,2024-05,2024-05-13/2024-05-19
2024-05-18,Paid Social,1112.37,130613,1675,45,3017.79,24.72,2.713,2.687,1.282,2024-05,2024-05-13/2024-05-19
2024-05-18,Email,71.85,61999,3094,206,11837.66,0.35,164.755,6.658,4.99,2024-05,2024-05-13/2024-05-19
2024-05-19,SEO,148.23,176001,3685,115,8456.14,1.29,57.047,3.121,2.094,2024-05,2024-05-13/2024-05-19
2024-05-19,Paid Social,996.98,105919,1277,33,2175.11,30.21,2.182,2.584,1.206,2024-05,2024-05-13/2024-05-19
2024-05-19,Paid Search,485.04,20673,727,30,2251.78,16.17,4.642,4.127,3.517,2024-05,2024-05-13/2024-05-19
2024-05-19,Email,64.12,50822,2366,175,10221.44,0.37,159.411,7.396,4.655,2024-05,2024-05-13/2024-05-19
2024-05-20,Paid Social,1329.78,141824,1476,40,2764.47,33.24,2.079,2.71,1.041,2024-05,2024-05-20/2024-05-26
2024-05-20,SEO,160.02,177806,3185,112,7733.33,1.43,48.327,3.516,1.791,2024-05,2024-05-20/2024-05-26
2024-05-20,Email,95.67,74298,3300,239,14109.82,0.4,147.484,7.242,4.442,2024-05,2024-05-20/2024-05-26
2024-05-20,Paid Search,768.58,32657,1172,45,3106.36,17.08,4.042,3.84,3.589,2024-05,2024-05-20/2024-05-26
2024-05-21,Email,101.49,91485,4054,224,14750.98,0.45,145.344,5.525,4.431,2024-05,2024-05-20/2024-05-26
2024-05-21,Paid Social,1438.31,179250,1975,55,4029.33,26.15,2.801,2.785,1.102,2024-05,2024-05-20/2024-05-26
2024-05-21,Paid Search,632.45,27359,1040,42,2878.39,15.06,4.551,4.038,3.801,2024-05,2024-05-20/2024-05-26
2024-05-21,SEO,167.86,186512,3789,103,7166.98,1.63,42.696,2.718,2.032,2024-05,2024-05-20/2024-05-26
2024-05-22,Paid Social,1331.22,151294,1972,52,3224.29,25.6,2.422,2.637,1.303,2024-05,2024-05-20/2024-05-26
2024-05-22,Email,87.05,67532,3065,175,11603.83,0.5,133.301,5.71,4.539,2024-05,2024-05-20/2024-05-26
2024-05-22,Paid Search,705.81,34012,1192,48,3321.06,14.7,4.705,4.027,3.505,2024-05,2024-05-20/2024-05-26
2024-05-22,SEO,167.18,175541,4057,127,9000.41,1.32,53.837,3.13,2.311,2024-05,2024-05-20/2024-05-26
2024-05-23,Email,91.9,72529,2973,220,13593.45,0.42,147.916,7.4,4.099,2024-05,2024-05-20/2024-05-26
2024-05-23,SEO,197.81,208154,4163,127,8298.05,1.56,41.95,3.051,2.0,2024-05,2024-05-20/2024-05-26
2024-05-23,Paid Social,1679.0,192937,2183,58,3944.55,28.95,2.349,2.657,1.131,2024-05,2024-05-20/2024-05-26
2024-05-23,Paid Search,602.33,27800,867,37,2477.05,16.28,4.112,4.268,3.119,2024-05,2024-05-20/2024-05-26
2024-05-24,SEO,191.25,233270,5479,191,14625.62,1.0,76.474,3.486,2.349,2024-05,2024-05-20/2024-05-26
2024-05-24,Paid Search,579.77,23747,931,38,2544.97,15.26,4.39,4.082,3.92,2024-05,2024-05-20/2024-05-26
2024-05-24,Paid Social,1696.82,180739,1874,50,3655.84,33.94,2.155,2.668,1.037,2024-05,2024-05-20/2024-05-26
2024-05-24,Email,99.34,76470,2939,182,10223.48,0.55,102.914,6.193,3.843,2024-05,2024-05-20/2024-05-26
2024-05-25,Paid Search,460.84,19000,683,30,2111.93,15.36,4.583,4.392,3.595,2024-05,2024-05-20/2024-05-26
2024-05-25,SEO,122.04,141885,2567,85,5767.89,1.44,47.262,3.311,1.809,2024-05,2024-05-20/2024-05-26
2024-05-25,Paid Social,1076.01,133728,1789,43,2693.06,25.02,2.503,2.404,1.338,2024-05,2024-05-20/2024-05-26
2024-05-25,Email,65.49,59395,2386,173,11112.49,0.38,169.682,7.251,4.017,2024-05,2024-05-20/2024-05-26
2024-05-26,Paid Social,1259.31,152068,1680,44,3187.73,28.62,2.531,2.619,1.105,2024-05,2024-05-20/2024-05-26
2024-05-26,SEO,147.99,168359,3268,94,6188.73,1.57,41.819,2.876,1.941,2024-05,2024-05-20/2024-05-26
2024-05-26,Email,68.3,55666,2640,190,11732.78,0.36,171.783,7.197,4.743,2024-05,2024-05-20/2024-05-26
2024-05-26,Paid Search,489.83,23801,853,39,3001.1,12.56,6.127,4.572,3.584,2024-05,2024-05-20/2024-05-26
2024-05-27,SEO,207.03,210351,4964,175,12633.39,1.18,61.022,3.525,2.36,2024-05,2024-05-27/2024-06-02
2024-05-27,Email,104.08,91995,4365,287,17289.52,0.36,166.118,6.575,4.745,2024-05,2024-05-27/2024-06-02
2024-05-27,Paid Search,733.32,35345,1392,58,4653.28,12.64,6.345,4.167,3.938,2024-05,2024-05-27/2024-06-02
2024-05-27,Paid Social,1798.53,207975,2630,67,4384.4,26.84,2.438,2.548,1.265,2024-05,2024-05-27/2024-06-02
2024-05-28,SEO,197.38,221525,4969,134,9056.28,1.47,45.882,2.697,2.243,2024-05,2024-05-27/2024-06-02
2024-05-28,Email,86.4,71353,3584,251,16119.99,0.34,186.574,7.003,5.023,2024-05,2024-05-27/2024-06-02
2024-05-28,Paid Social,1711.64,184893,2240,58,3885.84,29.51,2.27,2.589,1.212,2024-05,2024-05-27/2024-06-02
2024-05-28,Paid Search,659.76,28900,1114,47,3173.32,14.04,4.81,4.219,3.855,2024-05,2024-05-27/2024-06-02
2024-05-29,Paid Search,667.34,28496,861,44,3318.25,15.17,4.972,5.11,3.021,2024-05,2024-05-27/2024-06-02
2024-05-29,SEO,203.28,215427,4466,133,9268.02,1.53,45.592,2.978,2.073,2024-05,2024-05-27/2024-06-02
2024-05-29,Paid Social,1401.74,171950,1998,56,3942.53,25.03,2.813,2.803,1.162,2024-05,2024-05-27/2024-06-02
2024-05-29,Email,83.58,64124,2648,149,8791.35,0.56,105.185,5.627,4.129,2024-05,2024-05-27/2024-06-02
2024-05-30,Paid Search,620.46,30863,1139,53,3533.49,11.71,5.695,4.653,3.691,2024-05,2024-05-27/2024-06-02
2024-05-30,SEO,202.03,206600,4428,138,10173.57,1.46,50.357,3.117,2.143,2024-05,2024-05-27/2024-06-02
2024-05-30,Paid Social,1538.4,170039,2142,51,3437.97,30.16,2.235,2.381,1.26,2024-05,2024-05-27/2024-06-02
2024-05-30,Email,91.26,81279,3761,242,13760.9,0.38,150.788,6.434,4.627,2024-05,2024-05-27/2024-06-02
2024-05-31,Email,96.51,81202,3164,200,13086.27,0.48,135.595,6.321,3.896,2024-05,2024-05-27/2024-06-02
2024-05-31,Paid Social,1567.29,167174,2144,65,4009.85,24.11,2.558,3.032,1.282,2024-05,2024-05-27/2024-06-02
2024-05-31,Paid Search,579.87,26636,923,41,2897.8,14.14,4.997,4.442,3.465,2024-05,2024-05-27/2024-06-02
2024-05-31,SEO,209.59,224851,4975,149,9454.4,1.41,45.109,2.995,2.213,2024-05,2024-05-27/2024-06-02
2024-06-01,Paid Social,1315.88,161825,2006,62,4482.72,21.22,3.407,3.091,1.24,2024-06,2024-05-27/2024-06-02
2024-06-01,SEO,131.63,159682,3436,105,6743.35,1.25,51.23,3.056,2.152,2024-06,2024-05-27/2024-06-02
2024-06-01,Email,74.65,67969,2799,204,12379.98,0.37,165.84,7.288,4.118,2024-06,2024-05-27/2024-06-02
2024-06-01,Paid Search,496.3,21520,829,36,2578.25,13.79,5.195,4.343,3.852,2024-06,2024-05-27/2024-06-02
2024-06-02,Email,76.83,59479,2720,177,10361.21,0.43,134.859,6.507,4.573,2024-06,2024-05-27/2024-06-02
2024-06-02,Paid Search,570.79,28361,865,41,3292.15,13.92,5.768,4.74,3.05,2024-06,2024-05-27/2024-06-02
2024-06-02,Paid Social,1238.57,142655,1477,47,3024.57,26.35,2.442,3.182,1.035,2024-06,2024-05-27/2024-06-02
2024-06-02,SEO,124.81,133904,2897,80,5378.25,1.56,43.091,2.761,2.163,2024-06,2024-05-27/2024-06-02
2024-06-03,Paid Social,1736.73,215606,2562,68,5036.34,25.54,2.9,2.654,1.188,2024-06,2024-06-03/2024-06-09
2024-06-03,Email,97.94,84840,4157,287,15973.82,0.34,163.098,6.904,4.9,2024-06,2024-06-03/2024-06-09
2024-06-03,SEO,178.64,199027,3952,125,9423.89,1.43,52.754,3.163,1.986,2024-06,2024-06-03/2024-06-09
2024-06-03,Paid Search,656.9,31718,1103,56,4372.09,11.73,6.656,5.077,3.478,2024-06,2024-06-03/2024-06-09
2024-06-04,Paid Search,621.34,28343,899,37,2728.24,16.79,4.391,4.116,3.172,2024-06,2024-06-03/2024-06-09
2024-06-04,Paid Social,1459.31,183485,2319,60,4451.16,24.32,3.05,2.587,1.264,2024-06,2024-06-03/2024-06-09
2024-06-04,SEO,193.45,199549,4741,149,10970.54,1.3,56.71,3.143,2.376,2024-06,2024-06-03/2024-06-09
2024-06-04,Email,99.82,86481,3749,253,14006.53,0.39,140.318,6.748,4.335,2024-06,2024-06-03/2024-06-09
2024-06-05,Paid Search,643.6,28119,880,35,2343.1,18.39,3.641,3.977,3.13,2024-06,2024-06-03/2024-06-09
2024-06-05,Email,81.48,71267,3096,198,13227.48,0.41,162.34,6.395,4.344,2024-06,2024-06-03/2024-06-09
2024-06-05,Paid Social,1663.2,191902,2291,59,4230.65,28.19,2.544,2.575,1.194,2024-06,2024-06-03/2024-06-09
2024-06-05,SEO,193.49,221590,5077,143,9967.17,1.35,51.513,2.817,2.291,2024-06,2024-06-03/2024-06-09
2024-06-06,Paid Social,1409.71,177064,2397,58,4119.68,24.31,2.922,2.42,1.354,2024-06,2024-06-03/2024-06-09
2024-06-06,SEO,186.44,214079,4342,126,8171.04,1.48,43.827,2.902,2.028,2024-06,2024-06-03/2024-06-09
2024-06-06,Email,104.43,86314,3475,259,16013.39,0.4,153.341,7.453,4.026,2024-06,2024-06-03/2024-06-09
2024-06-06,Paid Search,766.5,35071,1248,59,4145.59,12.99,5.408,4.728,3.558,2024-06,2024-06-03/2024-06-09
2024-06-07,Paid Search,693.81,30134,930,45,3319.54,15.42,4.785,4.839,3.086,2024-06,2024-06-03/2024-06-09
2024-06-07,Paid Social,1398.42,172430,2123,56,3438.32,24.97,2.459,2.638,1.231,2024-06,2024-06-03/2024-06-09
2024-06-07,SEO,203.21,237664,5366,159,11687.16,1.28,57.513,2.963,2.258,2024-06,2024-06-03/2024-06-09
2024-06-07,Email,79.26,68204,3290,225,14922.1,0.35,188.268,6.839,4.824,2024-06,2024-06-03/2024-06-09
2024-06-08,Paid Search,573.46,27076,852,42,3233.68,13.65,5.639,4.93,3.147,2024-06,2024-06-03/2024-06-09
2024-06-08,SEO,124.8,129369,2843,91,6745.39,1.37,54.05,3.201,2.198,2024-06,2024-06-03/2024-06-09
2024-06-08,Paid Social,1308.05,160753,2000,56,4063.51,23.36,3.107,2.8,1.244,2024-06,2024-06-03/2024-06-09
2024-06-08,Email,62.76,52338,2487,155,8801.53,0.4,140.241,6.232,4.752,2024-06,2024-06-03/2024-06-09
2024-06-09,Paid Search,447.16,20071,699,33,2199.33,13.55,4.918,4.721,3.483,2024-06,2024-06-03/2024-06-09
2024-06-09,Paid Social,1170.09,138810,1484,37,2394.19,31.62,2.046,2.493,1.069,2024-06,2024-06-03/2024-06-09
2024-06-09,Email,67.2,54921,2739,173,9976.69,0.39,148.463,6.316,4.987,2024-06,2024-06-03/2024-06-09
2024-06-09,SEO,130.59,145177,2817,75,4901.95,1.74,37.537,2.662,1.94,2024-06,2024-06-03/2024-06-09
2024-06-10,SEO,172.17,181058,3967,108,7637.58,1.59,44.361,2.722,2.191,2024-06,2024-06-10/2024-06-16
2024-06-10,Paid Social,1831.3,201293,2609,72,5328.23,25.43,2.91,2.76,1.296,2024-06,2024-06-10/2024-06-16
2024-06-10,Email,107.16,80758,3404,192,10738.93,0.56,100.214,5.64,4.215,2024-06,2024-06-10/2024-06-16
2024-06-10,Paid Search,687.96,29703,1024,46,3686.69,14.96,5.359,4.492,3.447,2024-06,2024-06-10/2024-06-16
2024-06-11,Email,100.62,87776,4457,262,14581.46,0.38,144.916,5.878,5.078,2024-06,2024-06-10/2024-06-16
2024-06-11,Paid Social,1444.51,157002,1814,51,3733.31,28.32,2.584,2.811,1.155,2024-06,2024-06-10/2024-06-16
2024-06-11,SEO,190.82,228229,4780,166,12305.08,1.15,64.485,3.473,2.094,2024-06,2024-06-10/2024-06-16
2024-06-11,Paid Search,724.78,35814,1354,63,4999.31,11.5,6.898,4.653,3.781,2024-06,2024-06-10/2024-06-16
2024-06-12,Email,85.6,76546,3894,219,13951.68,0.39,162.987,5.624,5.087,2024-06,2024-06-10/2024-06-16
2024-06-12,Paid Search,704.88,30274,945,45,3662.25,15.66,5.196,4.762,3.121,2024-06,2024-06-10/2024-06-16
2024-06-12,SEO,198.48,223135,4746,162,10349.36,1.23,52.143,3.413,2.127,2024-06,2024-06-10/2024-06-16
2024-06-12,Paid Social,1616.16,197395,2279,62,4238.26,26.07,2.622,2.72,1.155,2024-06,2024-06-10/2024-06-16
2024-06-13,SEO,208.86,210063,4615,152,11536.62,1.37,55.236,3.294,2.197,2024-06,2024-06-10/2024-06-16
2024-06-13,Email,97.03,81420,3691,227,13019.76,0.43,134.183,6.15,4.533,2024-06,2024-06-10/2024-06-16
2024-06-13,Paid Social,1430.23,151652,2086,53,3519.05,26.99,2.46,2.541,1.376,2024-06,2024-06-10/2024-06-16
2024-06-13,Paid Search,763.15,37460,1360,69,5220.67,11.06,6.841,5.074,3.631,2024-06,2024-06-10/2024-06-16
2024-06-14,Email,89.59,67974,3225,184,10858.15,0.49,121.198,5.705,4.744,2024-06,2024-06-10/2024-06-16
2024-06-14,SEO,187.64,189303,4134,146,9932.49,1.29,52.934,3.532,2.184,2024-06,2024-06-10/2024-06-16
2024-06-14,Paid Social,1600.53,191278,2089,57,3969.16,28.08,2.48,2.729,1.092,2024-06,2024-06-10/2024-06-16
2024-06-14,Paid Search,603.37,26216,795,33,2535.57,18.28,4.202,4.151,3.032,2024-06,2024-06-10/2024-06-16
2024-06-15,Email,69.91,56304,2720,177,9783.39,0.39,139.943,6.507,4.831,2024-06,2024-06-10/2024-06-16
2024-06-15,Paid Search,440.69,21353,713,30,2028.25,14.69,4.602,4.208,3.339,2024-06,2024-06-10/2024-06-16
2024-06-15,Paid Social,1256.5,149970,1586,38,2326.88,33.07,1.852,2.396,1.058,2024-06,2024-06-10/2024-06-16
2024-06-15,SEO,160.05,161145,3405,108,8155.62,1.48,50.957,3.172,2.113,2024-06,2024-06-10/2024-06-16
2024-06-16,Paid Search,535.63,22606,790,34,2595.47,15.75,4.846,4.304,3.495,2024-06,2024-06-10/2024-06-16
2024-06-16,SEO,130.91,135499,3011,105,7517.13,1.25,57.422,3.487,2.222,2024-06,2024-06-10/2024-06-16
2024-06-16,Paid Social,1184.07,134769,1456,43,2674.98,27.54,2.259,2.953,1.08,2024-06,2024-06-10/2024-06-16
2024-06-16,Email,70.42,55453,2817,155,9619.58,0.45,136.603,5.502,5.08,2024-06,2024-06-10/2024-06-16
2024-06-17,Paid Search,685.77,28474,1113,43,3484.25,15.95,5.081,3.863,3.909,2024-06,2024-06-17/2024-06-23
2024-06-17,Paid Social,1431.93,180765,2152,60,4202.14,23.87,2.935,2.788,1.19,2024-06,2024-06-17/2024-06-23
2024-06-17,SEO,162.98,195257,3791,128,8920.38,1.27,54.733,3.376,1.942,2024-06,2024-06-17/2024-06-23
2024-06-17,Email,93.67,84385,3283,244,13533.19,0.38,144.477,7.432,3.891,2024-06,2024-06-17/2024-06-23
2024-06-18,Email,81.06,62182,2588,180,11384.71,0.45,140.448,6.955,4.162,2024-06,2024-06-17/2024-06-23
2024-06-18,SEO,204.31,223602,4127,126,9587.15,1.62,46.925,3.053,1.846,2024-06,2024-06-17/2024-06-23
2024-06-18,Paid Social,1896.23,221161,2893,73,5076.87,25.98,2.677,2.523,1.308,2024-06,2024-06-17/2024-06-23
2024-06-18,Paid Search,759.44,33096,1299,54,3716.7,14.06,4.894,4.157,3.925,2024-06,2024-06-17/2024-06-23
2024-06-19,Email,87.11,74322,3138,174,9641.48,0.5,110.682,5.545,4.222,2024-06,2024-06-17/2024-06-23
2024-06-19,Paid Social,1823.46,223754,2465,65,4698.73,28.05,2.577,2.637,1.102,2024-06,2024-06-17/2024-06-23
2024-06-19,Paid Search,761.75,33489,1261,50,3455.4,15.24,4.536,3.965,3.765,2024-06,2024-06-17/2024-06-23
2024-06-19,SEO,177.4,203539,3676,112,8084.22,1.58,45.571,3.047,1.806,2024-06,2024-06-17/2024-06-23
2024-06-20,Paid Search,717.12,35449,1352,65,4339.59,11.03,6.051,4.808,3.814,2024-06,2024-06-17/2024-06-23
2024-06-20,SEO,174.84,209362,4127,119,8742.73,1.47,50.004,2.883,1.971,2024-06,2024-06-17/2024-06-23
2024-06-20,Email,86.14,74881,3692,267,17848.6,0.32,207.205,7.232,4.93,2024-06,2024-06-17/2024-06-23
2024-06-20,Paid Social,1826.09,200156,2446,64,4678.97,28.53,2.562,2.617,1.222,2024-06,2024-06-17/2024-06-23
2024-06-21,Paid Search,637.88,30325,1132,57,4463.55,11.19,6.997,5.035,3.733,2024-06,2024-06-17/2024-06-23
2024-06-21,SEO,209.64,256209,4963,132,10121.29,1.59,48.279,2.66,1.937,2024-06,2024-06-17/2024-06-23
2024-06-21,Paid Social,1529.74,181185,2473,74,5457.48,20.67,3.568,2.992,1.365,2024-06,2024-06-17/2024-06-23
2024-06-21,Email,78.6,68392,3464,242,15012.95,0.32,191.004,6.986,5.065,2024-06,2024-06-17/2024-06-23
2024-06-22,Email,63.93,52547,2215,159,9791.16,0.4,153.154,7.178,4.215,2024-06,2024-06-17/2024-06-23
2024-06-22,Paid Social,1300.45,142962,1598,38,2789.28,34.22,2.145,2.378,1.118,2024-06,2024-06-17/2024-06-23
2024-06-22,SEO,180.56,162062,3244,114,7205.35,1.58,39.906,3.514,2.002,2024-06,2024-06-17/2024-06-23
2024-06-22,Paid Search,492.55,23614,949,42,3387.8,11.73,6.878,4.426,4.019,2024-06,2024-06-17/2024-06-23
2024-06-23,Email,61.65,53145,2374,135,7689.29,0.46,124.725,5.687,4.467,2024-06,2024-06-17/2024-06-23
2024-06-23,Paid Social,1303.11,150412,1750,44,2960.39,29.62,2.272,2.514,1.163,2024-06,2024-06-17/2024-06-23
2024-06-23,Paid Search,447.57,20809,767,37,2739.94,12.1,6.122,4.824,3.686,2024-06,2024-06-17/2024-06-23
2024-06-23,SEO,136.19,157065,3472,102,7772.37,1.34,57.07,2.938,2.211,2024-06,2024-06-17/2024-06-23
2024-06-24,Email,91.71,79519,3306,237,13199.98,0.39,143.932,7.169,4.157,2024-06,2024-06-24/2024-06-30
2024-06-24,Paid Search,604.76,27933,1019,41,3147.88,14.75,5.205,4.024,3.648,2024-06,2024-06-24/2024-06-30
2024-06-24,SEO,202.41,205757,4572,129,9315.22,1.57,46.022,2.822,2.222,2024-06,2024-06-24/2024-06-30
2024-06-24,Paid Social,1600.99,173811,2336,56,4018.13,28.59,2.51,2.397,1.344,2024-06,2024-06-24/2024-06-30
2024-06-25,SEO,182.86,220149,4324,128,9532.03,1.43,52.127,2.96,1.964,2024-06,2024-06-24/2024-06-30
2024-06-25,Email,91.86,80826,3340,245,14189.4,0.37,154.468,7.335,4.132,2024-06,2024-06-24/2024-06-30
2024-06-25,Paid Search,603.98,25969,912,40,2828.96,15.1,4.684,4.386,3.512,2024-06,2024-06-24/2024-06-30
2024-06-25,Paid Social,1599.07,189476,2465,63,4622.06,25.38,2.89,2.556,1.301,2024-06,2024-06-24/2024-06-30
2024-06-26,Paid Social,1789.44,223504,2709,71,4838.17,25.2,2.704,2.621,1.212,2024-06,2024-06-24/2024-06-30
2024-06-26,SEO,178.29,190302,4581,135,9170.07,1.32,51.433,2.947,2.407,2024-06,2024-06-24/2024-06-30
2024-06-26,Email,107.07,89215,4269,304,20177.92,0.35,188.455,7.121,4.785,2024-06,2024-06-24/2024-06-30
2024-06-26,Paid Search,739.35,33137,1165,54,4142.54,13.69,5.603,4.635,3.516,2024-06,2024-06-24/2024-06-30
2024-06-27,Paid Social,1794.15,208875,2787,84,5708.44,21.36,3.182,3.014,1.334,2024-06,2024-06-24/2024-06-30
2024-06-27,Email,94.76,76466,3257,196,12490.48,0.48,131.812,6.018,4.259,2024-06,2024-06-24/2024-06-30
2024-06-27,Paid Search,707.21,32339,972,48,3529.17,14.73,4.99,4.938,3.006,2024-06,2024-06-24/2024-06-30
2024-06-27,SEO,207.36,250881,5892,165,11849.64,1.26,57.145,2.8,2.349,2024-06,2024-06-24/2024-06-30
2024-06-28,Paid Social,1939.57,239867,3276,99,6798.8,19.59,3.505,3.022,1.366,2024-06,2024-06-24/2024-06-30
2024-06-28,SEO,212.87,236810,5484,189,13186.62,1.13,61.947,3.446,2.316,2024-06,2024-06-24/2024-06-30
2024-06-28,Paid Search,689.91,28914,1110,44,3468.77,15.68,5.028,3.964,3.839,2024-06,2024-06-24/2024-06-30
2024-06-28,Email,80.89,71739,2973,209,13566.49,0.39,167.715,7.03,4.144,2024-06,2024-06-24/2024-06-30
2024-06-29,Paid Social,1287.15,154805,1783,43,3107.13,29.93,2.414,2.412,1.152,2024-06,2024-06-24/2024-06-30
2024-06-29,SEO,125.93,132360,2757,94,6470.59,1.34,51.382,3.41,2.083,2024-06,2024-06-24/2024-06-30
2024-06-29,Email,74.91,68659,2781,187,10563.93,0.4,141.022,6.724,4.05,2024-06,2024-06-24/2024-06-30
2024-06-29,Paid Search,476.56,23299,855,39,2850.78,12.22,5.982,4.561,3.67,2024-06,2024-06-24/2024-06-30
2024-06-30,Paid Social,1317.77,160154,1682,48,3266.85,27.45,2.479,2.854,1.05,2024-06,2024-06-24/2024-06-30
2024-06-30,SEO,132.84,141978,2721,77,4935.72,1.73,37.155,2.83,1.916,2024-06,2024-06-24/2024-06-30
2024-06-30,Paid Search,546.89,25889,902,39,3007.54,14.02,5.499,4.324,3.484,2024-06,2024-06-24/2024-06-30
2024-06-30,Email,79.66,60728,2723,188,10374.06,0.42,130.229,6.904,4.484,2024-06,2024-06-24/2024-06-30
2024-07-01,Paid Social,1874.99,224499,2633,68,4377.11,27.57,2.334,2.583,1.173,2024-07,2024-07-01/2024-07-07
2024-07-01,Email,96.61,84065,4151,292,18359.48,0.33,190.037,7.034,4.938,2024-07,2024-07-01/2024-07-07
2024-07-01,Paid Search,605.59,29281,1068,41,3233.23,14.77,5.339,3.839,3.647,2024-07,2024-07-01/2024-07-07
2024-07-01,SEO,192.39,222301,4458,158,10066.03,1.22,52.321,3.544,2.005,2024-07,2024-07-01/2024-07-07
2024-07-02,Paid Social,1865.33,210453,2348,71,4796.55,26.27,2.571,3.024,1.116,2024-07,2024-07-01/2024-07-07
2024-07-02,Paid Search,652.31,28918,951,48,3828.7,13.59,5.869,5.047,3.289,2024-07,2024-07-01/2024-07-07
2024-07-02,Email,104.04,92755,4410,322,18542.81,0.32,178.228,7.302,4.754,2024-07,2024-07-01/2024-07-07
2024-07-02,SEO,170.07,203996,3922,125,9307.45,1.36,54.727,3.187,1.923,2024-07,2024-07-01/2024-07-07
2024-07-03,Paid Social,1574.54,248080,3254,79,5431.43,19.93,3.45,2.428,1.312,2024-07,2024-07-01/2024-07-07
2024-07-03,Paid Search,647.89,27592,1009,47,3456.77,13.78,5.335,4.658,3.657,2024-07,2024-07-01/2024-07-07
2024-07-03,Email,97.04,86375,4181,257,16134.09,0.38,166.262,6.147,4.841,2024-07,2024-07-01/2024-07-07
2024-07-03,SEO,189.68,206704,4574,161,11719.47,1.18,61.785,3.52,2.213,2024-07,2024-07-01/2024-07-07
2024-07-04,Paid Search,601.69,25603,918,40,2958.18,15.04,4.916,4.357,3.586,2024-07,2024-07-01/2024-07-07
2024-07-04,Paid Social,1657.58,183753,2366,71,4839.01,23.35,2.919,3.001,1.288,2024-07,2024-07-01/2024-07-07
2024-07-04,Email,96.03,75871,3032,212,12693.98,0.45,132.188,6.992,3.996,2024-07,2024-07-01/2024-07-07
2024-07-04,SEO,201.03,225540,5347,153,11030.17,1.31,54.868,2.861,2.371,2024-07,2024-07-01/2024-07-07
2024-07-05,SEO,179.5,217660,5053,156,10348.33,1.15,57.651,3.087,2.322,2024-07,2024-07-01/2024-07-07
2024-07-05,Paid Social,1574.3,170926,1998,51,3704.79,30.87,2.353,2.553,1.169,2024-07,2024-07-01/2024-07-07
2024-07-05,Email,81.69,63962,2996,175,11218.45,0.47,137.33,5.841,4.684,2024-07,2024-07-01/2024-07-07
2024-07-05,Paid Search,775.68,34233,1327,62,4575.41,12.51,5.899,4.672,3.876,2024-07,2024-07-01/2024-07-07
2024-07-06,Email,79.38,70781,3050,226,14215.59,0.35,179.083,7.41,4.309,2024-07,2024-07-01/2024-07-07
2024-07-06,SEO,125.76,129915,3121,107,6896.59,1.18,54.839,3.428,2.402,2024-07,2024-07-01/2024-07-07
